id,name,type,description,race,archetype,tcgplayer price,cardmarket price,ebay price,amazon price,coolstuffinc price
80321197,Crimson Blader,Synchro Monster,"1 Tuner + 1 or more non-Tuner monsters
If this card destroys an opponent's monster by battle and sends it to the Graveyard: Your opponent cannot Normal or Special Summon Level 5 or higher monsters during their next turn.",Warrior,,1.68,5.19,4.95,9.28,2.99
38250531,Crimson Knight Vampire Bram,XYZ Monster,"2 Level 5 Zombie monsters
You can detach 1 material from this card, then target 1 monster in your opponent's GY; Special Summon that target to your field, but only that monster can attack for the rest of this turn. You can only use this effect of ""Crimson Knight Vampire Bram"" once per turn. Once per turn, during the Standby Phase of the next turn after this card you controlled was destroyed by your opponent's card and sent to your GY: Special Summon this card in Defense Position.",Zombie,Vampire,0.12,0.11,0.99,3.06,1.49
24082387,Crop Circles,Trap Card,"Send any number of monsters from your side of the field to the Graveyard to activate this card. Select from your Deck 1 ""Alien"" monster whose Level is equal to the total Levels of the sent monsters, and Special Summon it. If you fail to find a monster to Special Summon, you take 2000 damage.",Normal,Alien,0.13,0.16,1.5,0.2,0.25
46961802,Cross Attack,Spell Card,"Target 2 face-up Attack Position monsters you control with the same ATK; this turn, one of them can attack your opponent directly and the other cannot attack.",Normal,,0.1,0.06,0.99,0.25,0.25
40740224,Cross Keeper,Effect Monster,"You can send this card from your hand or field to the GY; Special Summon 1 ""Elemental HERO"" or ""Neo-Spacian"" monster from your hand or GY, but if you Special Summoned it from the GY, negate its effects. If you Special Summon an ""Elemental HERO"" Fusion Monster(s) while this card is in your GY (except during the Damage Step): You can banish this card; draw 2 cards, then place 1 card from your hand on the bottom of the Deck. You can only use each effect of ""Cross Keeper"" once per turn.",Warrior,,0.08,0.12,0.99,2.92,0.39
50277355,Cross-Sheep,Link Monster,"2 monsters with different names
If a monster is Special Summoned to a zone this card points to: You can apply the following effects, in sequence, based on the card types of the monster(s) this card points to.
● Ritual: Draw 2 cards, then discard 2 cards. ● Fusion: Special Summon 1 Level 4 or lower monster from your GY. ● Synchro: All monsters you control gain 700 ATK. ● Xyz: All monsters your opponent controls lose 700 ATK.
You can only use this effect of ""Cross-Sheep"" once per turn.",Beast,,1.52,2.72,2.48,1.39,0.99
50756327,"Crowley, the First Propheseer",Link Monster,"2 Spellcaster monsters
If this card is Link Summoned: You can reveal 3 ""Spellbook"" cards with different names from your Deck, and your opponent randomly picks 1 for you to add to your hand, also shuffle the rest into your Deck. You can only use this effect of ""Crowley, the First Propheseer"" once per turn. Each turn, 1 Level 5 or higher Spellcaster monster you Normal Summon can be Summoned without Tributing.",Spellcaster,Spellbook,0.65,0.9,2.75,1.88,1.49
9505425,"Crowley, the Magistus of Grimoires",Effect Monster,"You can send 1 Spellcaster monster from your hand or face-up field to the GY; Special Summon this card from your hand. You can declare 1 Attribute; this card becomes that Attribute until the end of this turn. You can banish this card from your GY, then target 1 ""Magistus"" monster you control; equip it with 1 ""Magistus"" monster from your GY, except a Level 4 monster. You can only use each effect of ""Crowley, the Magistus of Grimoires"" once per turn.",Spellcaster,Magistus,0.15,0.13,0.99,1.0,0.49
45002991,Crusadia Equimax,Link Monster,"2+ Effect Monsters, including a Link Monster
Gains ATK equal to the combined original ATK of all monsters this card points to. Monsters this card points to cannot attack. Once per turn (Quick Effect): You can Tribute 1 ""Crusadia"" or ""World Legacy"" monster this card points to, then target 1 face-up card your opponent controls; negate its effects until the end of this turn.",Cyberse,Crusadia,0.51,0.86,1.95,2.15,0.99
57728570,Crush Card Virus,Trap Card,"Tribute 1 DARK monster with 1000 or less ATK; your opponent takes no damage until the end of the next turn after this card resolves, also, you look at your opponent's hand and all monsters they control, and if you do, destroy the monsters among them with 1500 or more ATK, then your opponent can destroy up to 3 monsters with 1500 or more ATK in their Deck.",Normal,,0.28,0.15,4.95,4.86,0.39
72881007,Crystal Abundance,Spell Card,"Send 4 ""Crystal Beast"" cards from your Spell & Trap Card Zone to the Graveyard; send all cards on the field to the Graveyard, then Special Summon as many ""Crystal Beast"" monsters as possible from your Graveyard, up to the number of cards your opponent controlled that were sent to the Graveyard by this card's effect.",Normal,Crystal Beast,0.07,0.03,2.99,0.54,0.39
32933942,Crystal Beast Amethyst Cat,Effect Monster,"This card can attack your opponent directly, but when it uses this effect, any Battle Damage it inflicts to your opponent is halved. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.",Beast,Crystal Beast,0.05,0.02,1.18,0.99,0.25
36795102,Crystal Beast Rainbow Dragon,Effect Monster,"If this face-up card is destroyed in a Monster Zone, you can place it face-up in your Spell & Trap Zone as a Continuous Spell, instead of sending it to the GY. You can only use each of the following effects of ""Crystal Beast Rainbow Dragon"" once per turn. When an attack is declared involving a ""Crystal Beast"" monster: You can Special Summon this card from your hand. You can banish this Continuous Spell; Special Summon 1 Level 4 or lower ""Crystal Beast"" monster from your Deck, but negate its effects (if any), and if you do, add 1 ""Ultimate Crystal"" monster from your Deck to your hand.",Dragon,Crystal Beast,0.1,0.21,0.99,1.34,0.49
93169863,Crystal Girl,Effect Monster,"If this card is Normal or Special Summoned: You can activate this effect; during the End Phase of this turn, add 1 Level 5 or higher WATER monster from your Deck to your hand. If you control a Level 5 or higher WATER monster and this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Crystal Girl"" once per turn.",Spellcaster,,0.15,0.18,0.99,29.99,0.49
86999951,Crystal God Tistina,Effect Monster,"During your Main Phase: You can change as many monsters your opponent controls as possible to face-down Defense Position, then you can send all face-up cards your opponent controls to the GY. If this card in its owner's possession is destroyed by an opponent's card: You can change as many monsters your opponent controls as possible to face-down Defense Position, then you can send all face-up cards your opponent controls to the GY. You can only use each effect of ""Crystal God Tistina"" once per turn.",Aqua,Tistina,4.43,0.0,0.0,0.0,7.99
56049970,Crystron Prasiortle,Effect Monster,"You can target 1 face-up card you control; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine-Type Synchro Monsters, also, destroy that card, and if you do, Special Summon 1 ""Crystron"" Tuner from your Deck. You can banish this card from your Graveyard; Special Summon 1 ""Crystron"" monster from your hand. You can only use 1 ""Crystron Prasiortle"" effect per turn, and only once that turn.",Machine,Crystron,0.14,0.07,0.99,0.25,0.49
93665266,Crystron Quan,Tuner Monster,"During your opponent's Main Phase or Battle Phase: You can Special Summon 1 non-Tuner monster from your hand, but it has its effects negated (if any), and if you do, immediately after this effect resolves, Synchro Summon 1 Machine-Type Synchro Monster using only that monster and this card (this is a Quick Effect). You can only use this effect of ""Crystron Quan"" once per turn.",Machine,Crystron,0.21,0.11,0.99,0.94,0.25
13455674,Crystron Quariongandrax,Synchro Monster,"2 or more Tuners + 1 non-Tuner monster
If this card is Synchro Summoned: You can target monsters your opponent controls and/or in their Graveyard, up to the number of Synchro Materials used for the Synchro Summon of this card; banish them. If this Synchro Summoned card is destroyed by battle or card effect: You can target 1 banished monster, except this card; Special Summon it to your field.",Machine,Crystron,2.79,4.12,7.44,5.94,6.99
10789972,Cu Chulainn the Awakened,Ritual Effect Monster,"This card can only be Ritual Summoned with the Ritual Spell Card, Emblem of the Awakening. Once per turn, you can remove from play 1 Normal Monster in your Graveyard. This card gains ATK equal to that Normal Monster's ATK, until the Standby Phase of your next turn.",Warrior,,0.05,0.06,0.99,0.25,0.25
38606913,Cubic Causality,Trap Card,"Distribute a number of Cubic Counters on face-up monsters your opponent controls, up to the number of ""Cubic"" monsters you control. (Monsters with a Cubic Counter cannot attack, also negate their effects.) You can banish this card from your GY, then target 1 ""Cubic"" monster you control; this turn, each time it destroys a monster by battle that has a Cubic Counter, inflict damage to your opponent equal to the original ATK of that destroyed monster. You can only use each effect of ""Cubic Causality"" once per turn.",Normal,Cubic,0.2,0.19,0.99,0.25,0.39
1218214,Cubic Dharma,Spell Card,"You take no battle damage from attacks involving your ""Cubic"" monsters. You can only use each of the following effects of ""Cubic Dharma"" once per turn, during your Main Phase:
● You can send 1 ""Cubic"" card from your hand to the GY, and if you do, draw 1 card.
● You can banish this card from your GY, then target 1 ""Cubic"" monster in your GY; add it to your hand.",Continuous,Cubic,0.45,0.27,0.99,0.25,0.79
8837932,Cubic Mandala,Trap Card,"If you control a ""Cubic"" monster: Activate this card by targeting any number of monsters that are in your opponent's Graveyard because they were destroyed and sent there this turn; Special Summon them to your opponent's field, but each becomes ATK 0 and has 1 Cubic Counter placed on it. (Monsters with a Cubic Counter cannot attack, also negate their effects.) While your opponent controls any of the monsters Summoned by this effect, negate any monster effects your opponent activates. When the last of these monsters leaves the field, destroy this card.",Continuous,Cubic,0.17,0.19,1.49,0.45,0.25
89552119,Cucumber Horse,Effect Monster,"This card in the Monster Zone is sent to the GY, except during the Battle Phase. At the start of the Battle Phase, if this card is in your GY: You can send 1 Plant monster from your hand or face-up field to the GY; Special Summon this card, then you can Special Summon 1 monster from either GY to your field, but send these Special Summoned monsters to the GY at the end of the Battle Phase. You can only use this effect of ""Cucumber Horse"" once per turn.",Plant,,0.05,0.06,0.99,0.0,0.39
81788994,Curse of the Shadow Prison,Spell Card,"Each time a ""Shaddoll"" monster(s) is sent to the GY by a card effect, place 1 Spellstone Counter on this card for each sent monster. All monsters your opponent controls lose 100 ATK for each Spellstone Counter on this card during your opponent's turn only. Each time you Fusion Summon a ""Shaddoll"" Fusion Monster, you can remove 3 Spellstone Counters from this card to use 1 appropriate face-up monster your opponent controls as 1 of the Fusion Materials.",Field,Shaddoll,0.1,0.04,0.99,0.2,0.25
98867329,Cursed Armaments,Spell Card,The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard: You can target 1 face-up monster your opponent controls; equip it with this card.,Equip,,0.18,0.11,0.99,0.25,0.25
58851034,Cursed Seal of the Forbidden Spell,Trap Card,"When a Spell Card is activated: Discard 1 Spell; negate the activation, and if you do, destroy it, and if you do that, your opponent cannot activate Spell Cards with that name for the rest of this Duel.",Counter,,0.18,0.17,0.99,2.94,0.39
77235086,Cyber Angel Benten,Ritual Effect Monster,"You can Ritual Summon this card with ""Machine Angel Ritual"". If this card destroys a monster by battle and sends it to the GY: Inflict damage to your opponent equal to that monster's original DEF in the GY. If this card is Tributed: You can add 1 LIGHT Fairy monster from your Deck to your hand.",Fairy,Cyber Angel,0.18,0.09,0.99,4.98,0.25
70095154,Cyber Dragon,Effect Monster,"If only your opponent controls a monster, you can Special Summon this card (from your hand).",Machine,Cyber Dragon,0.15,0.1,1.99,0.49,0.25
23893227,Cyber Dragon Core,Effect Monster,"When this card is Normal Summoned: Add 1 ""Cyber"" Spell/Trap from your Deck to your hand. If only your opponent controls a monster: You can banish this card from your GY; Special Summon 1 ""Cyber Dragon"" monster from your Deck. You can only use 1 ""Cyber Dragon Core"" effect per turn, and only once that turn. This card's name becomes ""Cyber Dragon"" while on the field or in the GY.",Machine,Cyber Dragon,0.18,0.07,0.99,0.58,0.25
10443957,Cyber Dragon Infinity,XYZ Monster,"3 Level 6 LIGHT Machine monsters
Once per turn, you can also Xyz Summon ""Cyber Dragon Infinity"" by using ""Cyber Dragon Nova"" you control as material. (Transfer its materials to this card.) Gains 200 ATK for each material attached to it. Once per turn: You can target 1 face-up Attack Position monster on the field; attach it to this card as material. Once per turn, when a card or effect is activated (Quick Effect): You can detach 1 material from this card; negate the activation, and if you do, destroy it.",Machine,Cyber Dragon,2.07,7.11,5.94,6.31,4.99
1142880,Cyber Dragon Nachster,Effect Monster,"This card's name becomes ""Cyber Dragon"" while on the field or in the GY. You can discard 1 other monster; Special Summon this card from your hand. If this card is Normal or Special Summoned: You can target 1 Machine monster with 2100 ATK or DEF in your GY; Special Summon it, also, you cannot Special Summon monsters for the rest of this turn, except Machine monsters. You can only use each effect of ""Cyber Dragon Nachster"" once per turn.",Machine,Cyber Dragon,0.18,0.19,2.7,0.66,0.49
34124316,Cyber Jar,Flip Effect Monster,"FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks, then Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, also add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.)",Rock,,0.69,2.78,3.5,9.0,2.99
4162088,Cyber Laser Dragon,Effect Monster,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Photon Generator Unit"". Once per turn, you can destroy 1 monster with ATK or DEF equal to or higher than the ATK of this card.",Machine,Photon,1.56,0.15,135.0,3.37,1.99
39978267,Cyber Raider,Effect Monster,"If this card is Summoned: Activate 1 of these effects.
● Target 1 Equip Card on the field; destroy that target.
● Target 1 Equip Card on the field; equip that target to this card.",Machine,,0.16,0.03,1.0,1.18,0.25
89112729,Cyber Saurus,Fusion Monster,"""Blast Juggler"" + ""Two-Headed King Rex""",Machine,,0.13,0.05,1.0,0.94,0.49
32393580,Cyber Shark,Effect Monster,"If you control a WATER monster, you can Normal Summon this card without Tributing.",Fish,,0.09,0.05,0.99,1.65,0.49
63477921,Cyber Summon Blaster,Trap Card,"Each time a Machine monster(s) is Special Summoned, while this card is already face-up in your Spell & Trap Zone: Inflict 300 damage to your opponent.",Continuous,,0.1,0.07,1.29,1.49,0.49
3657444,Cyber Valley,Effect Monster,"You can use 1 of these effects.
● When this card is targeted for an attack by an opponent's monster: You can banish this card; draw 1 card, then end the Battle Phase.
● You can target 1 face-up monster you control and this card; banish both that target and this card, then draw 2 cards.
● You can target 1 card in your GY; banish both this card and 1 card from your hand, then place that target on top of the Deck.",Machine,,0.09,0.1,18.0,0.29,0.25
69015963,Cyber-Stein,Effect Monster,You can pay 5000 LP; Special Summon 1 Fusion Monster from your Extra Deck in Attack Position.,Machine,,2.11,1.69,4.5,6.49,1.99
48766543,Cyber-Tech Alligator,Normal Monster,"Originally a pterodactyl, he was viciously attacked by a dragon. Using the newest technologies, his keeper saved him from near-fatal wounds and brought him back as a powerful Cyborg.",Machine,Alligator,0.25,0.14,2.05,3.71,0.39
45078193,Cyberdark Cannon,Effect Monster,"If this card is sent to the GY while equipped to a monster: You can draw 1 card. You can only use each of the following effects of ""Cyberdark Cannon"" once per turn.
● You can discard this card; add 1 Machine ""Cyberdark"" monster from your Deck to your hand.
● During damage calculation, if a monster equipped with this card battles: You can send 1 monster from your Deck to the GY.",Dragon,Cyberdark,0.11,0.06,0.99,0.98,0.25
40418351,Cyberdark Dragon,Fusion Monster,"""Cyberdark Horn"" + ""Cyberdark Edge"" + ""Cyberdark Keel""
This monster cannot be Special Summoned except by Fusion Summon. When this monster is Special Summoned, select 1 Dragon-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to the equipped card's ATK. This card gains 100 ATK for each Monster Card in your Graveyard. If this card would be destroyed by battle, the equipped monster is destroyed instead.",Machine,Cyberdark,0.08,0.07,6.95,23.54,0.25
77625948,Cyberdark Edge,Effect Monster,"If this card is Normal Summoned: Target 1 Level 3 or lower Dragon monster in your GY; equip that Dragon monster to this card. Gains ATK equal to the original ATK of the monster equipped to it by this effect. This card can attack directly. If it does using this effect, its ATK is halved during damage calculation only. If this card would be destroyed by battle, destroy the monster equipped to it by its effect, instead.",Machine,Cyberdark,0.12,0.09,3.49,6.74,0.25
44352516,Cyberdark Inferno,Spell Card,"""Cyberdark"" Effect Monsters you control that are equipped with an Equip Card cannot be destroyed by your opponent's card effects, also your opponent cannot target them with card effects. You can target 1 ""Cyberdark"" monster you control; return it to the hand, then, immediately after this effect resolves, you can Normal Summon 1 ""Cyberdark"" monster. You can only use this effect of ""Cyberdark Inferno"" once per turn. If this card in its owner's control is destroyed by an opponent's card effect: You can add 1 ""Polymerization"" Spell or ""Fusion"" Spell from your Deck to your hand.",Field,Cyberdark,0.09,0.05,2.45,1.99,0.25
1157683,Cyberdark Invasion,Trap Card,"Once per turn: You can activate 1 of these effects;
● Target 1 ""Cyberdark"" Effect Monster you control; equip 1 Dragon or Machine monster from either GY to it as an Equip Spell that gives it 1000 ATK.
● Send 1 Equip Card you control equipped to a Machine monster to the GY; destroy 1 card your opponent controls.
You can only use each effect of ""Cyberdark Invasion"" once per turn.",Continuous,Cyberdark,0.12,0.05,1.0,0.89,0.25
37007105,Cybersal Cyclone,Spell Card,"Target 1 Link Monster your opponent controls; banish 1 monster from your GY that has the same Link Rating as that monster, and if you do, destroy that monster, then, if the original Type of the monster you banished was Cyberse, you can destroy 1 face-up card in your opponent's Spell & Trap Zone.",Quick-Play,,0.07,0.04,0.99,0.25,0.49
42717221,Cyberse Clock Dragon,Fusion Monster,"""Clock Wyvern"" + 1+ Link Monsters
When this card is Fusion Summoned: You can send cards from the top of your Deck to the GY, equal to the total Link Rating of the materials used for this card's Fusion Summon, and if you do, until the end of the next turn, other monsters you control cannot attack, also this card gains 1000 ATK for each card sent to the GY by this effect. While you control a Link Monster(s), your opponent's monsters cannot target other monsters you control for attacks, also your opponent cannot target other monsters you control with card effects. If this Fusion Summoned card you control is sent to your GY by an opponent's card effect: You can add 1 Spell from your Deck to your hand.",Cyberse,,0.17,0.1,1.24,1.67,0.25
60279710,Cyberse Enchanter,Link Monster,"2+ monsters
If you control this card that was Link Summoned using ""Cyberse Wizard"" as material (Quick Effect): You can target 1 monster your opponent controls; change its battle position, and if you do, negate its effects until the end of the turn. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can Special Summon 1 ""Cyberse Wizard"" from your hand, Deck, or GY. You can only use each effect of ""Cyberse Enchanter"" once per turn.",Cyberse,,0.21,0.14,1.25,0.98,0.25
56337500,Cyberse Reminder,XYZ Monster,"2 Level 3 monsters
You can detach 1 material from this card, then target 1 ""Cynet"" Spell/Trap in your GY; add it to your hand. If this Xyz Summoned card is destroyed by battle, or is destroyed by an opponent's card effect while in its owner's Monster Zone: You can Special Summon 2 Level 4 Cyberse monsters with different names from your Deck, but their effects are negated. You can only use each effect of ""Cyberse Reminder"" once per turn, also you cannot Special Summon monsters from the Extra Deck the turn you activate either of this card's effects, except Cyberse monsters.",Cyberse,,0.16,0.05,0.99,0.2,0.25
11674673,Cyberse Witch,Link Monster,"2 Cyberse monsters
If a monster is Special Summoned to a zone this card points to (except during the Damage Step): You can banish 1 Spell from your GY; add 1 Cyberse Ritual Monster and 1 ""Cynet Ritual"" from your Deck to your hand. During your Main Phase, if this effect was activated this turn: You can target 1 Level 4 or lower Cyberse monster in your GY; Special Summon it. You can only use each effect of ""Cyberse Witch"" once per turn.",Cyberse,,0.21,0.13,1.95,0.25,0.25
34614910,Cyclamen the Rikka Fairy,Effect Monster,"You can Tribute this card from your hand or face-up field, then target up to 2 Plant monsters you control; reduce their Level(s) by 2 until the end of this turn. During the End Phase, if this card is in the GY because it was Tributed and sent there this turn: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Cyclamen the Rikka Fairy"" once per turn.",Plant,Rikka,0.3,0.15,0.99,0.97,0.49
5494820,Cyclon Laser,Spell Card,"You can only equip this card to ""Gradius"". Increase the ATK of ""Gradius"" by 300 points. When the equipped ""Gradius"" attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",Equip,,0.17,0.1,2.0,0.98,0.25
22147147,Cyclone Blade,Spell Card,"Equip only to a ""Destiny HERO"" monster. At the end of the Damage Step, if the equipped monster attacked: Target 1 Spell/Trap Card on the field; destroy that target.",Equip,Destiny HERO,0.19,0.14,0.99,0.25,0.25
60018643,Cynet Codec,Spell Card,"If a ""Code Talker"" monster(s) is Special Summoned from the Extra Deck to your field (except during the Damage Step): You can target 1 of those monsters; add 1 Cyberse monster with the same Attribute from your Deck to your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Cyberse monsters (even if this card leaves the field). You cannot add other monsters with that same Attribute to your hand by the effect of ""Cynet Codec"" this turn, and you can only activate the effect of ""Cynet Codec"" once per Chain.",Continuous,Code Talker,0.2,0.06,3.5,0.69,0.39
8698851,D - Counter,Trap Card,"When a ""Destiny HERO"" monster you control is targeted for an attack: Destroy the attacking monster.",Normal,Destiny HERO,0.11,0.14,0.99,4.69,0.79
6186304,D - Force,Spell Card,"When this card is activated: You can add 1 ""Destiny HERO - Plasma"" from your Deck or GY to your hand. While you control ""Destiny HERO - Plasma"", apply the following effects.
● You cannot draw during the Draw Phase.
● Your opponent cannot target cards you control with card effects.
● Each ""Destiny HERO - Plasma"" you control gains 100 ATK for each monster in the GYs, cannot be destroyed by your opponent's card effects, also can make a second attack during each Battle Phase.",Continuous,,0.4,0.45,1.98,1.25,0.49
9910360,D.3.S. Frog,Fusion Monster,"""Des Frog"" + ""Des Frog"" + ""Des Frog""
A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. This card gains 500 ATK for each ""Treeborn Frog"" in your Graveyard.",Aqua,Frog,0.44,0.61,1.6,4.5,0.79
8628798,D.D. Dynamite,Trap Card,Inflict 300 damage to your opponent for each of their removed from play cards.,Normal,D.D.,1.09,0.72,2.49,1.5,1.99
32349062,D/D Dog,Pendulum Effect Monster,"[ Pendulum Effect ] 
You can target 1 Fusion, Synchro, or Xyz Monster your opponent controls; negate its effects until the end of this turn, then destroy this card. You can only use this effect of ""D/D Dog"" once per turn.
[ Monster Effect ] 
Once per turn, if your opponent Special Summons a Fusion, Synchro, or Xyz Monster(s) (except during the Damage Step): You can target 1 of those monsters; this turn, that face-up monster cannot attack, also its effects are negated.",Fiend,D/D,0.26,0.35,0.99,0.25,0.25
28406301,D/D Gryphon,Pendulum Effect Monster,"[ Pendulum Effect ] 
You can target 1 Fiend monster you control; it gains 500 ATK (until the end of this turn) for each ""Dark Contract"" Spell/Trap with different names currently on your field or in your GY, then destroy this card. You can only use this effect of ""D/D Gryphon"" once per turn.
[ Monster Effect ] 
If you control a ""D/D"" monster: You can Special Summon this card from your hand in Defense Position. If this card is Pendulum Summoned: You can discard 1 ""D/D"" or ""Dark Contract"" card; draw 1 card. If this card is Special Summoned from the GY: You can add 1 ""D/D"" card from your Deck to your hand, except ""D/D Gryphon"". You can only use each effect of ""D/D Gryphon"" once per turn.",Fiend,D/D,0.08,0.12,1.25,1.83,0.39
72291412,D/D Necro Slime,Effect Monster,"If this card is in your Graveyard: You can Fusion Summon 1 ""D/D/D"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your Graveyard, including this card. You can only use this effect of ""D/D Necro Slime"" once per turn.",Fiend,D/D,0.11,0.14,0.99,0.59,0.25
48210156,D/D Nighthowl,Tuner Monster,"When this card is Normal Summoned: You can target 1 ""D/D"" monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Fiend-Type monsters. That monster's ATK and DEF become 0. If it is destroyed, you take 1000 damage.",Fiend,D/D,0.78,0.57,1.99,0.25,0.99
81571633,D/D Proud Ogre,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn: You can pay 500 LP, then target 1 ""D/D"" monster you control; it gains 500 ATK (even if this card leaves the field). Unless you have a ""D/D"" card in your other Pendulum Zone, this card's Pendulum Scale becomes 5.
[ Monster Effect ] 
When this card is Normal Summoned: You can Special Summon 1 face-up DARK Pendulum Monster from your Extra Deck, but it has its effects negated, also you cannot Special Summon monsters for the rest of this turn, except ""D/D"" monsters.",Fiend,D/D,0.19,0.15,0.99,1.02,0.39
46796664,D/D Savant Copernicus,Pendulum Effect Monster,"[ Pendulum Effect ] 
You cannot Pendulum Summon monsters, except ""D/D"" monsters. This effect cannot be negated. Once, while this card is in your Pendulum Zone, you can negate an activated Spell effect that would inflict damage to you, then destroy this card.
[ Monster Effect ] 
If this card is Normal or Special Summoned: You can send 1 ""D/D"" or ""Dark Contract"" card from your Deck to the GY, except ""D/D Savant Copernicus"". You can only use this effect of ""D/D Savant Copernicus"" once per turn.",Fiend,D/D,0.19,0.43,1.5,0.75,0.99
11609969,D/D Savant Kepler,Pendulum Effect Monster,"[ Pendulum Effect ] 
You cannot Pendulum Summon monsters, except ""D/D"" monsters. This effect cannot be negated. Once per turn, during your Standby Phase: Reduce this card's Pendulum Scale by 2 (min. 1), then destroy all monsters you control with a Level greater than or equal to this card's Pendulum Scale, except ""D/D"" monsters.
[ Monster Effect ] 
If this card is Normal or Special Summoned: You can activate 1 of these effects. You can only use this effect of ""D/D Savant Kepler"" once per turn.
● Target 1 other ""D/D"" card you control; return it to the hand.
● Add 1 ""Dark Contract"" card from your Deck to your hand.",Fiend,D/D,0.2,0.12,1.5,3.94,0.99
56619314,D/D/D Dragon King Pendragon,Effect Monster,"If this card is in your hand: You can Tribute 1 Dragon-Type monster and 1 other Fiend-Type monster from your hand and/or your side of the field; Special Summon this card. Once per turn: You can discard 1 card; this card gains 500 ATK, then you can destroy 1 Spell/Trap Card on the field. This ATK increase lasts until the end of this turn.",Fiend,D/D,0.83,0.83,3.5,1.49,2.99
74583607,D/D/D Flame King Genghis,Fusion Monster,"2 ""D/D"" monsters
If another ""D/D"" monster(s) is Special Summoned to your field, while you control this face-up card (except during the Damage Step): You can target 1 ""D/D"" monster in your Graveyard; Special Summon it. You can only use this effect of ""D/D/D Flame King Genghis"" once per turn. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can target 1 ""Dark Contract"" card in your Graveyard; add it to your hand.",Fiend,D/D,0.31,0.21,1.48,2.68,2.99
987311,D/D/D Gust King Alexander,Synchro Monster,"1 ""D/D"" Tuner + 1 or more non-Tuner monsters
If another ""D/D"" monster(s) is Normal or Special Summoned to your field, while you control this face-up card (except during the Damage Step): You can target 1 Level 4 or lower ""D/D"" monster in your Graveyard; Special Summon it. You can only use this effect of ""D/D/D Gust King Alexander"" once per turn.",Fiend,D/D,0.48,0.37,2.95,2.58,0.99
25857977,D/D/D Vice King Requiem,Pendulum Effect Monster,"[ Pendulum Effect ] 
You can target any number of ""Dark Contract"" cards you control; destroy them, and if you do, Special Summon this card from your Pendulum Zone, then you can increase or decrease its Level by the number destroyed. You can only use this effect of ""D/D/D Vice King Requiem"" once per turn.
[ Monster Effect ] 
You cannot Special Summon monsters, except ""D/D/D"" monsters. A ""D/D/D"" monster that was Fusion, Synchro, Xyz, or Link Summoned using this card on the field as material gains this effect.
● Once per turn: You can target 1 card on the field; shuffle 1 ""Dark Contract"" card from your field or GY into the Deck, and if you do, destroy that target, then gain 1000 LP.
You can only use this effect of ""D/D/D Vice King Requiem"" once per turn.",Fiend,D/D,0.3,0.42,0.99,1.63,0.79
3758046,D/D/D Wave King Caesar,XYZ Monster,"2 Level 4 Fiend-Type monsters
During either player's turn: You can detach 1 Xyz Material from this card; at the end of the Battle Phase, Special Summon from your Graveyard as many monsters destroyed this turn as possible, but during the next Standby Phase, take 1000 damage for each monster Special Summoned by this effect. If this card is sent from the field to the Graveyard: You can add 1 ""Dark Contract"" card from your Deck to your hand. You can only use each effect of ""D/D/D Wave King Caesar"" once per turn.",Fiend,D/D,0.69,0.37,4.0,1.15,1.99
71249758,D2 Shield,Trap Card,Select 1 face-up Defense Position monster you control. Its DEF becomes double its original DEF.,Normal,,3.61,1.92,3.25,5.19,3.99
41090784,Dai-sojo of the Ice Barrier,Effect Monster,"When this card is Normal or Flip Summoned, it is changed to Defense Position. Face-up ""Ice Barrier"" monsters you control cannot be destroyed by Spell or Trap Card effects.",Spellcaster,Ice Barrier,0.05,0.09,3.49,2.3,0.25
